coco swap deployer,0x357B174d3690998845c0A5D3B2762E8c600BB814
MR Jobs Finder: Deployer,0x1e1226d0A8D1E511b8DcBAfCeed978b02d21E0C1
Astronaut NFT: Deployer,0xdf6fEE057222d2F7933C215C11e5150bD2efc53E
CoinTool: MultiSender,0x552595E6B6a82B1b8d420D8F6b245165555b9Fd4
